id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc
8228612,40366.77986,1428,5116,11.58,Swipe Transaction,80263,Lebanon,MO,65536,4121
7590152,40208.52431,1077,2539,30.15,Swipe Transaction,31893,Windsor,CA,95492,5311
8442637,40418.61875,84,2580,11.68,Swipe Transaction,34702,Laurel Springs,NC,28644,5310
8270661,40377.33819,1266,2478,22.23,Swipe Transaction,83480,Abingdon,MD,21009,9402
7777831,40255.54653,1142,4217,15.66,Swipe Transaction,75781,Canton,MA,2021,5411
8215036,40363.61389,141,4219,45.49,Swipe Transaction,61195,Gause,TX,77857,5541
8209736,40362.44514,613,3799,9.88,Swipe Transaction,41184,Staten Island,NY,10301,5310
8667107,40472.56111,1176,5003,319.05,Online Transaction,94901,ONLINE,ONLINE,,6300
7840906,40271.47292,1594,3241,40,Swipe Transaction,27092,Palm Bay,FL,32907,4829
8290914,40381.93056,194,5062,93,Swipe Transaction,59935,Hartford City,IN,47348,5499
8404842,40409.48125,1981,2108,97.65,Swipe Transaction,68671,Fort Myers,FL,33916,5541
8409503,40410.58472,1737,1096,10.27,Swipe Transaction,81833,Eastpointe,MI,48021,5912
8600474,40456.56181,1720,2492,160,Swipe Transaction,27092,Fort Worth,TX,76133,4829
8441296,40418.39514,1783,4655,12.46,Swipe Transaction,60569,Morgan Hill,CA,95037,5300
8218768,40364.52986,1899,5969,37.54,Online Transaction,73186,ONLINE,ONLINE,,4814
7687147,40232.67222,150,2505,111.5,Swipe Transaction,2314,Lorton,VA,22079,5411
7957718,40300.54931,1920,5579,86.4,Swipe Transaction,20561,Paynesville,MN,56362,5912
8066645,40327.47917,247,2179,-440,Swipe Transaction,49637,Harrisburg,PA,17104,3509
8269070,40376.75208,983,1023,163,Swipe Transaction,44795,Anchorage,AK,99504,3780
8177812,40354.54583,1028,2878,26.5,Swipe Transaction,83497,Montreal,Canada,,5411
8119552,40340.39097,1050,3472,51.84,Swipe Transaction,22204,Durham,NC,27704,5541
8637117,40465.42222,1976,4338,45.76,Online Transaction,39021,ONLINE,ONLINE,,4784
8555559,40445.68472,1443,3749,30.93,Online Transaction,84554,ONLINE,ONLINE,,7801
8234640,40368.4375,1259,2045,4.99,Swipe Transaction,46284,Wilton,CT,6897,5411
7506774,40187.24028,1727,3766,6.63,Online Transaction,39261,ONLINE,ONLINE,,5815
7562755,40201.55278,868,2233,-89,Swipe Transaction,50867,Oklahoma City,OK,73110,5541
7970796,40303.64514,1757,4719,15.64,Swipe Transaction,26586,Muncie,IN,47304,5813
8011193,40313.67708,248,1030,6.81,Swipe Transaction,81536,Tampa,FL,33610,5310
7670171,40228.52917,637,2981,27.12,Swipe Transaction,82981,Woodcliff Lake,NJ,7677,5912
8043047,40321.54722,1520,2956,1.23,Swipe Transaction,14528,San Francisco,CA,94112,5499
8602762,40457.29444,552,3275,58,Swipe Transaction,43293,Gainesville,FL,32608,5499
7789737,40258.58472,1941,1109,62.02,Swipe Transaction,43293,Cooper,TX,75432,5499
8331615,40391.87292,1985,4085,10.3,Swipe Transaction,67570,Alpharetta,GA,30022,5311
7920319,40291.26736,1291,5139,118.45,Swipe Transaction,30286,Caruthersville,MO,63830,4814
8297150,40383.6,442,112,16.63,Swipe Transaction,83271,Chesterfield,MO,63017,4214
8024215,40316.77014,1030,2936,14.4,Swipe Transaction,20561,Salem,OR,97317,5912
7491497,40183.3125,156,5438,26.53,Swipe Transaction,48919,Fontana,CA,92335,5311
7485430,40181.58333,692,5860,38.78,Swipe Transaction,61195,Capac,MI,48014,5541
8195705,40358.77847,285,3442,40,Swipe Transaction,27092,San Jose,CA,95111,4829
7837740,40270.55208,1284,172,14.42,Swipe Transaction,3795,Brewster,MA,2631,5921
8531052,40439.81806,1737,5756,-293,Swipe Transaction,74934,Oakland,CA,94606,3596
8240304,40369.74375,68,27,86.42,Swipe Transaction,75781,Davenport,IA,52803,5411
8635405,40464.86319,1340,3272,66,Swipe Transaction,59935,Houston,TX,77064,5499
7780321,40256.32292,1046,3259,-74,Swipe Transaction,59935,Rehoboth Beach,DE,19971,5499
7657984,40225.48889,598,32,10.61,Swipe Transaction,50867,Milan,NH,3588,5541
7797651,40260.53542,208,2426,-68,Swipe Transaction,22204,Federal Way,WA,98023,5541
7641203,40221.31181,859,233,340.56,Online Transaction,47203,ONLINE,ONLINE,,3008
8486027,40429.23958,1958,3843,256.45,Swipe Transaction,20699,Fayetteville,NC,28306,4900
8179024,40354.76667,126,2191,25.8,Swipe Transaction,87324,Blytheville,AR,72315,7832
8329203,40391.43958,1958,3215,1.57,Swipe Transaction,14528,Fayetteville,NC,28306,5499
7768022,40253.28125,1696,2408,3.31,Swipe Transaction,75781,Merritt Island,FL,32953,5411
8204360,40360.84514,1875,4100,28.54,Swipe Transaction,68137,Puerto Vallarta,Mexico,,5813
7899688,40286.29306,303,149,84.01,Swipe Transaction,60569,Brighton,CO,80601,5300
8546012,40443.4625,1196,4542,86.1,Swipe Transaction,60569,Lake Havasu City,AZ,86404,5300
8019173,40315.61042,457,4222,2.56,Swipe Transaction,47278,Glendale,CA,91204,5977
7747076,40247.69514,1098,5179,-91,Swipe Transaction,50867,Hawarden,IA,51023,5541
7861918,40276.54375,1651,3450,160,Swipe Transaction,27092,Memphis,TN,38116,4829
8673410,40474.32639,4,5391,63.63,Swipe Transaction,24823,Seattle,WA,98122,7538
7563085,40201.60694,92,5947,36.19,Swipe Transaction,26909,Sioux Falls,SD,57106,5211
8644408,40467.31111,1087,1029,37.78,Swipe Transaction,9447,Stanford,KY,40484,5912
7485555,40181.60694,1917,2129,151.96,Swipe Transaction,50783,Sayville,NY,11782,5411
7609342,40213.37153,1348,4982,1.29,Swipe Transaction,20519,Brooklyn,NY,11225,5942
8289790,40381.64861,0,4639,17.91,Swipe Transaction,20519,Portland,ME,4101,5942
8388334,40405.57708,1163,4236,57.46,Swipe Transaction,50783,Livingston,TX,77351,5411
7910473,40288.65139,652,2502,160.78,Online Transaction,84682,ONLINE,ONLINE,,4900
7714617,40239.62153,1103,2895,34.78,Swipe Transaction,69983,Harrison,ID,83833,5310
7549474,40198.11806,900,3412,2.77,Swipe Transaction,8555,Panama City,FL,32401,5411
8364625,40399.72708,1684,3278,13.07,Swipe Transaction,4439,Greeneville,TN,37744,5651
7506721,40187.20278,1826,5779,17.8,Swipe Transaction,69956,The Villages,FL,32162,5310
7596561,40210.27708,1294,2591,28.63,Swipe Transaction,48618,Union,NJ,7083,5251
8278459,40379.26181,1008,5850,16.74,Swipe Transaction,50783,Chicago,IL,60632,5411
8637418,40465.46389,146,2470,35.7,Swipe Transaction,54773,Bristol,IL,60512,5311
8231297,40367.51528,1500,5034,5.21,Swipe Transaction,20519,Elk Grove,CA,95624,5942
7671551,40228.78472,932,1121,47.85,Swipe Transaction,2703,Coushatta,LA,71019,5814
8474032,40426.36319,705,5359,42.93,Swipe Transaction,13646,Walnut Creek,CA,94598,7538
8234553,40368.42292,526,4522,9.22,Swipe Transaction,59397,Naples,FL,34114,5812
8320628,40389.36528,1955,4220,43.38,Swipe Transaction,50783,Canton,NC,28716,5411
8491699,40430.45347,1098,2253,15.41,Swipe Transaction,78605,Lanark,IL,61046,5814
7543192,40196.47431,1432,4958,43.1,Online Transaction,39021,ONLINE,ONLINE,,4784
7807685,40262.93819,1384,2535,56.41,Swipe Transaction,48316,Belleville,IL,62226,5812
8179075,40354.77847,1444,2648,153.93,Swipe Transaction,16041,South Ozone Park,NY,11420,7802
8590183,40454.30278,209,3795,1.03,Swipe Transaction,86438,El Paso,TX,79928,5499
8166332,40351.63056,644,2657,69,Swipe Transaction,59935,Dawsonville,GA,30534,5499
8316014,40388.29028,61,2265,97.76,Swipe Transaction,34702,White Plains,NY,10605,5310
8306286,40385.68056,1764,2118,349,Swipe Transaction,44795,Anchorage,AK,99504,3780
7490548,40182.83264,1130,92,99.19,Swipe Transaction,46284,Federal Way,WA,98003,5411
7814079,40264.67569,96,3773,82,Swipe Transaction,43293,Yorba Linda,CA,92887,5499
8106566,40337.30694,1487,4946,-75,Swipe Transaction,60600,Portersville,PA,16051,5499
7547756,40197.56319,1576,2441,12.28,Swipe Transaction,50783,Farmington,MI,48335,5411
8108019,40337.51319,1509,3685,10.89,Swipe Transaction,13523,Windsor Mill,MD,21244,5310
8662844,40471.54722,705,5359,41.96,Swipe Transaction,45624,Walnut Creek,CA,94598,5300
8549061,40444.29097,434,3463,67.75,Swipe Transaction,50034,Ames,IA,50014,4900
7866680,40277.70069,1543,4687,33.55,Online Transaction,15143,ONLINE,ONLINE,,4784
8244462,40370.70208,840,2416,155.99,Swipe Transaction,39049,San Francisco,CA,94131,5310
7495335,40184.28542,825,3701,36.21,Swipe Transaction,81833,La Verne,CA,91750,5912
7680032,40230.95625,1169,5174,49.41,Swipe Transaction,78454,San Marcos,TX,78666,5812
7894144,40284.62292,114,3398,99,Swipe Transaction,61195,North Hollywood,CA,91606,5541
8013676,40314.41389,912,4197,10.44,Swipe Transaction,59935,Miami,FL,33186,5499
7943583,40296.84583,1141,237,168.89,Online Transaction,73186,ONLINE,ONLINE,,4814
8082432,40331.34028,494,3273,3.64,Swipe Transaction,74940,Laurel,MD,20708,5411
7674896,40229.69375,1538,3206,33.03,Online Transaction,18563,ONLINE,ONLINE,,4121
8521503,40437.53264,634,3375,252,Swipe Transaction,7777,Pinckney,MI,48169,3684
7495967,40184.38125,1718,2029,56.92,Online Transaction,15143,ONLINE,ONLINE,,4784
7513311,40188.67639,1997,5457,-63,Swipe Transaction,59935,Hopkins,MN,55305,5499
8690826,40478.43056,456,2800,8.32,Swipe Transaction,34963,Cape Coral,FL,33909,5921
7710956,40238.69583,1195,131,33.97,Swipe Transaction,43293,Rochester,MN,55904,5499
8461948,40423.34722,1234,22,22.25,Swipe Transaction,94251,Louise,TX,77455,4121
8395149,40407.32153,1963,3317,6.02,Swipe Transaction,20519,Elk Grove,CA,95757,5942
7778009,40255.57153,47,5381,15.95,Swipe Transaction,81536,Bronx,NY,10456,5310
7955025,40299.85903,1279,5472,216.04,Swipe Transaction,53460,Novi,MI,48375,4900
8501316,40432.7375,374,5100,31.64,Swipe Transaction,30055,Sacramento,CA,95823,7832
8666909,40472.53542,428,3842,5.52,Swipe Transaction,49789,Manchester,NH,3104,5541
8699259,40480.44444,120,5813,226,Swipe Transaction,57133,Waianae,HI,96792,3730
8472689,40425.86319,1916,3305,13.27,Swipe Transaction,19756,Pensacola,FL,32507,7832
8373598,40401.8625,1135,4977,57,Swipe Transaction,59935,San Diego,CA,92103,5499
8125151,40341.67083,1274,24,10.05,Swipe Transaction,86959,Warwick,RI,2886,5311
8667889,40472.68125,1807,2823,27.71,Online Transaction,16798,ONLINE,ONLINE,,4121
8388251,40405.56389,779,119,61.35,Swipe Transaction,20561,Pottsboro,TX,75076,5912
8218180,40364.44792,1190,5771,15.09,Swipe Transaction,59397,San Diego,CA,92103,5812
8516452,40436.42569,1825,4182,46.26,Swipe Transaction,65130,Aurora,CO,80013,7349
8565314,40448.29514,1358,5135,3.74,Swipe Transaction,43293,Poynette,WI,53955,5499
7639131,40220.59306,1315,5070,33.17,Swipe Transaction,62231,Iuka,IL,62849,5261
7554797,40199.43125,779,1058,1.04,Swipe Transaction,59935,Pottsboro,TX,75076,5499
7509908,40187.86806,1209,4573,112.97,Swipe Transaction,19964,Pelham,NY,10803,5311
8229166,40366.95764,1107,8,63.08,Online Transaction,88459,ONLINE,ONLINE,,5311
8231098,40367.48958,164,3210,19.47,Swipe Transaction,87625,Findlay,OH,45840,5812
8271015,40377.38819,1756,4259,137.39,Swipe Transaction,31707,Grantville,GA,30220,4111
8514939,40435.94861,1904,1004,28.33,Swipe Transaction,72515,Fredericktown,MO,63645,5814
8442406,40418.57917,335,5131,100,Swipe Transaction,27092,Palm Beach Gardens,FL,33410,4829
8476993,40426.88819,323,2135,39.37,Swipe Transaction,34488,Arcadia,CA,91007,7802
8349030,40395.92014,194,5587,28,Swipe Transaction,59935,Hartford City,IN,47348,5499
8246236,40371.35625,80,4492,4.23,Swipe Transaction,75936,Kalida,OH,45853,5814
8395837,40407.42292,1482,1254,4.11,Swipe Transaction,50783,Auburn,GA,30011,5411
8052942,40323.88542,688,3042,38,Swipe Transaction,44578,Provo,UT,84606,5812
8565020,40448.23958,52,4976,28.09,Swipe Transaction,20519,Red Hook,NY,12571,5942
7616935,40215.36111,1606,2790,54.22,Swipe Transaction,86410,Phenix City,AL,36870,5211
7506599,40187.05903,1563,2054,32.13,Swipe Transaction,36934,Los Angeles,CA,90003,7538
8170127,40352.58889,1403,2830,40,Swipe Transaction,27092,Corona,CA,92880,4829
8542792,40442.59097,1285,3216,6.18,Online Transaction,85247,ONLINE,ONLINE,,5815
8082207,40331.30208,1356,5480,2.83,Swipe Transaction,86968,Colfax,WI,54730,5812
8010558,40313.58264,1636,3338,151.87,Swipe Transaction,36254,Kansas City,MO,64124,8011
8718359,40484.8875,1222,1076,36.63,Swipe Transaction,32858,Oldtown,ID,83822,5311
7739092,40245.70694,1507,5589,0.93,Swipe Transaction,14528,Sterling,IL,61081,5499
8361600,40399.28542,1997,5106,12.2,Swipe Transaction,20519,Osseo,MN,55311,5942
8726480,40486.75903,397,3961,8.17,Swipe Transaction,80526,Philadelphia,PA,19133,5411
7637481,40220.35625,1066,1126,10.25,Swipe Transaction,14104,Colmar,PA,18915,5411
7537741,40195.25694,1437,5818,0.9,Swipe Transaction,14528,Montreal,Canada,,5499
8357086,40398.23333,1696,2408,3.02,Swipe Transaction,37965,Merritt Island,FL,32952,5812
8317949,40388.55486,419,3792,24.32,Swipe Transaction,99483,Murphys,CA,95247,5912
7612144,40213.89097,933,2523,127,Swipe Transaction,3558,Gansevoort,NY,12831,3640
8273383,40377.78681,1642,3506,9.34,Swipe Transaction,96747,Minneapolis,MN,55454,5912
8602956,40457.32361,580,2961,44.86,Online Transaction,39021,ONLINE,ONLINE,,4784
8102346,40336.32569,1137,3718,1.47,Swipe Transaction,84255,Manchester,KY,40962,5812
8733086,40488.54861,1407,5384,49.16,Online Transaction,51180,ONLINE,ONLINE,,5193
7971511,40303.80347,1559,2920,51,Swipe Transaction,28395,Houston,TX,77020,5541
8332157,40392.24375,1153,2021,2.46,Swipe Transaction,75781,Aurora,CO,80014,5411
7987300,40307.72083,1030,3828,11.75,Swipe Transaction,75781,Vancouver,WA,98685,5411
8409700,40410.61597,92,5947,28.59,Swipe Transaction,26909,Sioux Falls,SD,57106,5211
7982799,40306.69861,816,3891,23.64,Swipe Transaction,34390,Bristol,TN,37620,5813
7978610,40305.62222,280,2826,45.43,Swipe Transaction,43293,Richmond,CA,94804,5499
7857025,40275.42986,598,2040,155.39,Swipe Transaction,37555,Boston,MA,2241,4111
8119942,40340.45972,487,2024,120,Swipe Transaction,27092,Albany,NY,12209,4829
8569759,40449.33681,895,3483,90,Swipe Transaction,43293,Bloomington,CA,92316,5499
8659315,40470.66319,1291,5139,72.38,Swipe Transaction,22204,Union,MO,63084,5541
7562244,40201.46875,1019,2602,8.64,Swipe Transaction,11745,San Francisco,CA,94118,5912
8297215,40383.60972,652,2502,22.46,Swipe Transaction,30055,West Hartford,CT,6119,7832
7977155,40305.38542,1102,2822,44.01,Swipe Transaction,12156,Port au Prince,Haiti,,5921
8022360,40316.45833,235,5126,47.6,Swipe Transaction,19964,New York,NY,10027,5311
8176733,40354.36319,351,2664,27.39,Online Transaction,39021,ONLINE,ONLINE,,4784
7696850,40235.3,1313,4183,2.38,Swipe Transaction,61195,Tipton,IA,52772,5541
8721514,40485.63889,1258,1105,48.82,Swipe Transaction,54932,Mira Loma,CA,91752,4900
7820926,40266.44097,1039,5004,26.45,Swipe Transaction,47068,Los Angeles,CA,90033,7538
7476100,40179.34514,1534,4250,5.14,Swipe Transaction,50783,Blackwood,NJ,8012,5411
7496434,40184.44792,1737,1096,65.58,Swipe Transaction,4439,Clinton Township,MI,48035,5651
7630316,40218.51528,631,2818,8.29,Swipe Transaction,62696,Oklahoma City,OK,73159,5921
8074795,40329.44236,803,1172,45.11,Swipe Transaction,79074,Turlock,CA,95382,5310
8647313,40467.83958,4,5391,28.41,Swipe Transaction,92156,Seattle,WA,98122,5813
8401499,40408.61319,1500,4729,29.85,Swipe Transaction,11559,Elk Grove,CA,95624,5813
8235527,40368.56528,928,4528,41.61,Swipe Transaction,510,Houston,TX,77081,5411
7506556,40187.01181,316,4125,93.18,Swipe Transaction,60569,Houston,TX,77063,5300
8661799,40471.40764,1063,3498,2.48,Swipe Transaction,43149,Rochelle,IL,61068,5812
8130791,40343.24931,1121,3777,1.66,Swipe Transaction,20519,Brimley,MI,49715,5942
7535664,40194.55972,542,4195,55.35,Swipe Transaction,45279,Oklahoma City,OK,73114,5411
8683059,40476.52153,1168,3239,2.25,Swipe Transaction,60569,Blackwood,NJ,8012,5300
7783141,40256.87917,1936,5551,91.87,Swipe Transaction,60569,Vergennes,VT,5491,5300
8069058,40328.07986,1776,4938,91.64,Online Transaction,39021,ONLINE,ONLINE,,4784
7998718,40310.54375,639,129,11,Swipe Transaction,68812,Sandusky,OH,44870,5812
8178821,40354.70903,1497,3655,47.05,Swipe Transaction,32161,Sacramento,CA,95820,5812
7485322,40181.56597,1967,3367,24.62,Swipe Transaction,66951,Lake Forest,CA,92630,7538
8142599,40345.81667,456,2800,51.82,Online Transaction,39021,ONLINE,ONLINE,,4784
8472888,40425.92153,747,2549,13.05,Swipe Transaction,30055,Lima,OH,45805,7832
8527743,40439.21458,1098,2253,7.28,Swipe Transaction,50867,Hawarden,IA,51023,5541
8669646,40473.34792,44,2932,60,Swipe Transaction,27092,Medford,OR,97501,4829
7680041,40230.95903,1825,4310,1.39,Swipe Transaction,26232,Aurora,CO,80013,5411
8192442,40358.26597,366,2934,2.43,Swipe Transaction,43293,Oshkosh,WI,54902,5499
8284350,40380.49236,803,1172,51.59,Swipe Transaction,32175,Santa Rosa,CA,95409,7538
8415295,40412.0875,156,4604,17.78,Swipe Transaction,45344,Fontana,CA,92335,5813
7663956,40226.86319,0,4639,33.59,Swipe Transaction,11468,Farmington,ME,4938,5970
8619435,40461.33125,370,5376,12.69,Swipe Transaction,46025,Ontario,CA,91764,5912
8358651,40398.475,408,4960,17.16,Swipe Transaction,94624,Barron,WI,54812,5812
7943448,40296.80417,1330,4579,26.65,Online Transaction,15143,ONLINE,ONLINE,,4784
8066944,40327.52847,727,2665,13.91,Swipe Transaction,45926,Saint Louis,MO,63112,5814
8563161,40447.59514,1184,3932,33.93,Online Transaction,15143,ONLINE,ONLINE,,4784
7625714,40217.45,1815,4582,15.16,Swipe Transaction,48919,Providence,RI,2903,5311
8387871,40405.51458,428,3842,27.93,Swipe Transaction,26909,Bedford,NH,3110,5211
8236515,40368.72778,1381,3738,42.56,Swipe Transaction,11264,Mentor,OH,44060,5812
7817217,40265.50208,1127,3869,24.27,Online Transaction,87530,ONLINE,ONLINE,,4900
8594645,40455.33194,1825,4182,4.03,Swipe Transaction,26232,Aurora,CO,80013,5411
8362954,40399.47847,1285,3216,13.4,Swipe Transaction,76667,Jamul,CA,91935,5411
8109170,40337.67639,1473,3839,13.08,Swipe Transaction,75781,Nixa,MO,65714,5411
7887364,40282.81736,1098,2253,-96,Swipe Transaction,59935,Granville,IA,51022,5499
8125849,40341.82847,641,5151,14.94,Swipe Transaction,41943,Columbus,OH,43228,5813
8006107,40312.46806,1195,3219,19.92,Swipe Transaction,3207,Rochester,MN,55903,5411
8215865,40363.77361,17,4962,50.25,Swipe Transaction,78454,Hickory,NC,28602,5812
8096789,40334.75417,1629,4290,39.63,Swipe Transaction,76361,Fort Lauderdale,FL,33313,5211
8708877,40482.6625,1142,4217,39.41,Swipe Transaction,90151,Washington,DC,20024,5912
8633060,40464.44653,379,2019,58,Swipe Transaction,22204,Mobile,AL,36693,5541
8120606,40340.55833,1046,3259,49.05,Swipe Transaction,32175,Blountville,TN,37617,7538
8528678,40439.41667,711,4689,93.1,Swipe Transaction,60569,Colbert,WA,99005,5300
7962921,40301.74306,376,4704,23.52,Swipe Transaction,89131,Westville,NJ,8093,7832
8001927,40311.4125,346,3379,32.95,Swipe Transaction,20561,Santa Barbara,CA,93103,5912
7891436,40283.82014,1885,3424,40,Swipe Transaction,27092,Atlanta,GA,31139,4829
8089816,40332.89514,1849,5904,42.98,Swipe Transaction,70692,Tacoma,WA,98445,5812
7494956,40184.03333,1703,2969,99,Swipe Transaction,43293,Grand Junction,CO,81506,5499
8196484,40359.22639,655,2133,97.87,Swipe Transaction,14365,Buffalo,NY,14219,7011
7607947,40212.82431,100,1045,80,Swipe Transaction,27092,Lexington,NC,27292,4829
8323129,40389.82431,414,3958,121.82,Swipe Transaction,30907,Morristown,NJ,7960,5812
8543547,40442.70972,1568,3000,50.42,Swipe Transaction,92883,Copiague,NY,11726,5812
7509120,40187.66111,875,193,10.12,Swipe Transaction,75936,Tuscaloosa,AL,35405,5814
8184846,40356.39375,345,3441,34.66,Swipe Transaction,71667,Kalamazoo,MI,49048,7538
8028079,40317.68681,1251,5156,16.1,Online Transaction,15143,ONLINE,ONLINE,,4784
7594700,40209.59236,1226,4159,273,Swipe Transaction,71883,Lexington,KY,40505,3405
8457389,40422.30069,236,4560,6.38,Swipe Transaction,61195,Seoul,South Korea,,5541
7713537,40239.46736,285,2927,14.31,Swipe Transaction,75781,Watsonville,CA,95076,5411
8454148,40421.44097,652,4607,2,Swipe Transaction,43293,East Hartford,CT,6108,5499
8052547,40323.76042,1945,3381,59.7,Swipe Transaction,42602,Little Rock,AR,72204,5812
7770575,40253.66389,1857,5089,25.96,Swipe Transaction,78605,Florham Park,NJ,7932,5814
8447223,40419.65833,1463,5499,120,Swipe Transaction,27092,Newburgh,NY,12550,4829
8730737,40487.85486,1827,3959,148.12,Swipe Transaction,69965,Las Vegas,NV,89109,7995
8264449,40375.61181,280,5856,-59,Swipe Transaction,26810,Richmond,CA,94804,5541
7717783,40240.47778,1379,2604,55.85,Swipe Transaction,54912,Sugar Grove,OH,43155,4900
8374711,40402.34097,1144,5153,16.53,Swipe Transaction,76852,Houston,TX,77086,5912
8197736,40359.42847,320,1144,125.5,Online Transaction,56276,ONLINE,ONLINE,,4899
8578111,40451.28889,1269,4147,45.86,Online Transaction,96246,ONLINE,ONLINE,,4784
8608315,40458.46667,1427,3946,30.77,Swipe Transaction,20519,Charlotte,NC,28216,5942
8092658,40333.67917,125,2023,11.21,Swipe Transaction,31383,Modesto,CA,95351,5812
8317559,40388.50625,947,2552,-56,Swipe Transaction,43293,Stevensville,MD,21666,5499
8386024,40405.2,1629,4290,24.64,Online Transaction,50404,ONLINE,ONLINE,,4784
8437656,40417.43125,1168,3239,-59,Swipe Transaction,22204,Middlebury,CT,6762,5541
7971319,40303.74861,630,2059,27.74,Swipe Transaction,65703,Charlotte,NC,28213,5812
7831558,40268.92292,1461,2886,97.71,Swipe Transaction,41937,Brunswick,OH,44212,4900
8026403,40317.44236,1027,3671,88.65,Swipe Transaction,23242,Olathe,KS,66062,5411
8331952,40392.05069,496,4517,110.23,Online Transaction,73186,ONLINE,ONLINE,,4814
7863548,40276.8875,1358,3426,21.56,Swipe Transaction,22204,Naples,FL,34103,5541
8449138,40420.33681,115,4590,15.38,Swipe Transaction,22372,Louisville,KY,40243,5812
7946469,40297.59306,1053,2900,110.3,Swipe Transaction,60569,Orlando,FL,32814,5300
7755670,40249.97639,1852,28,18.56,Online Transaction,16798,ONLINE,ONLINE,,4121
7804451,40262.33403,1897,4948,103.16,Swipe Transaction,85176,Huntington,NY,11743,5300
7901308,40286.51736,1238,1195,240.03,Swipe Transaction,37956,Arlington,VA,22203,4900
7627632,40217.75694,909,2583,51,Swipe Transaction,79664,Kennewick,WA,99336,5814
8147818,40347.30347,509,4588,154.89,Online Transaction,11722,ONLINE,ONLINE,,6300
8657143,40470.35486,90,1233,43.03,Online Transaction,42332,ONLINE,ONLINE,,5192
7962918,40301.74236,452,4249,38.55,Online Transaction,41122,ONLINE,ONLINE,,4784
8637516,40465.47639,1298,5221,230.82,Online Transaction,13523,ONLINE,ONLINE,,5310
8199881,40359.78681,408,2515,40.03,Swipe Transaction,12014,Barron,WI,54812,5814
8076019,40329.62083,1997,3343,15.2,Swipe Transaction,83480,Hopkins,MN,55305,9402
8668675,40472.89861,908,3252,11.08,Online Transaction,47399,ONLINE,ONLINE,,5815
7790161,40258.65069,1210,3403,95,Swipe Transaction,43293,Northumberland,PA,17857,5499
8076699,40329.73403,1766,3011,480.15,Swipe Transaction,22792,Excelsior,MN,55331,8062
8276531,40378.59375,1596,995,74.57,Online Transaction,88459,ONLINE,ONLINE,,5311
7719973,40240.90278,747,2549,15.57,Swipe Transaction,30055,Lima,OH,45805,7832
8724847,40486.49722,1917,4968,16.9,Swipe Transaction,8712,Rocky Point,NY,11778,5812
7828903,40268.41181,1575,224,27.34,Online Transaction,16798,ONLINE,ONLINE,,4121
8505299,40433.67292,1098,4626,50.17,Swipe Transaction,22204,Hanover,IL,61041,5541
7985150,40307.41111,1198,2804,159.98,Swipe Transaction,85865,Gonzales,TX,78629,6300
7763226,40251.89514,1595,2472,91.79,Online Transaction,9932,ONLINE,ONLINE,,5311
7764803,40252.41736,247,2179,31.82,Swipe Transaction,50982,Lake Charles,LA,70605,5211
8574576,40450.39653,1006,2185,73.38,Swipe Transaction,88544,Hobart,IN,46342,5300
8558604,40446.55486,343,3953,8.62,Online Transaction,726,ONLINE,ONLINE,,4900
8260458,40374.58889,1810,5936,76,Swipe Transaction,61195,Romulus,MI,48174,5541
7960380,40301.34306,59,1145,1.8,Swipe Transaction,75781,Hobbs,NM,88240,5411
8505842,40433.79236,1018,5970,42.52,Swipe Transaction,20561,Palm Coast,FL,32137,5912
8544107,40442.88889,515,5487,99,Swipe Transaction,43293,Daingerfield,TX,75638,5499
7583697,40206.65208,496,4517,15.8,Swipe Transaction,45344,Mesquite,TX,75149,5813
7919020,40290.67708,374,5100,45.5,Online Transaction,726,ONLINE,ONLINE,,4900
8367148,40400.46944,597,5022,74,Swipe Transaction,43293,San Francisco,CA,94131,5499
8294283,40382.78681,348,2977,48.08,Swipe Transaction,57973,Trenton,NJ,8610,5211
7676119,40230.23889,1569,5098,1.43,Online Transaction,24504,ONLINE,ONLINE,,4214
8156699,40349.45764,1259,2006,6.77,Swipe Transaction,59397,Stamford,CT,6902,5812
8222813,40365.50208,877,3877,60,Swipe Transaction,27092,Mesa,AZ,85207,4829
8527094,40438.83681,1759,2893,71.45,Swipe Transaction,46284,Oceanside,CA,92057,5411
8090978,40333.39583,137,5442,79.79,Swipe Transaction,14532,Johnson City,TN,37604,5411
7652322,40224.22361,630,4520,100,Swipe Transaction,27092,Atlanta,GA,30306,4829
7711495,40238.85278,241,4506,15.15,Swipe Transaction,26810,Rockingham,NC,28379,5541
7712736,40239.35278,1687,2509,17.39,Swipe Transaction,20519,Socorro,NM,87801,5942
7502533,40185.83056,1772,56,50.39,Swipe Transaction,44919,Rancho Cucamonga,CA,91730,5814
8183165,40355.84931,875,193,428,Swipe Transaction,7777,Boulder,CO,80305,3684
7545556,40197.02431,121,5952,68.96,Swipe Transaction,50783,Neenah,WI,54956,5411
8576589,40450.68611,53,3267,400,Swipe Transaction,7777,Dundee,OH,44624,3684
7722457,40241.54514,1758,4686,69.84,Swipe Transaction,12067,Jackson,MS,39213,5411
7827474,40267.91111,1898,5122,7.75,Swipe Transaction,50783,Montgomery,AL,36110,5411
7907849,40288.26736,1769,43,88,Swipe Transaction,30928,Manahawkin,NJ,8050,5541
7745473,40247.44931,1020,1224,27.85,Swipe Transaction,20561,Schaumburg,IL,60194,5912
8477359,40427.09167,1787,2228,3.73,Swipe Transaction,87631,Lexington,KY,40509,5411
